202,25
202,26
202,22
202,29
202,28
202,27
202,31
202,33
202,33
202,28
202,28
202,31
202,23
202,31
202,21
202,34
202,29
202,30
202,25
202,29
202,25
202,24
202,21
202,20
202,29
202,24
202,28
202,26
202,29
202,32
202,31
202,29
202,35
202,26
202,32
202,23
202,33
202,28
202,35
202,27
202,32
202,26
202,31
202,24
202,33
202,31
202,40
202,26
202,36
202,35
202,40
202,21
202,39
202,23
202,27
202,30
202,33
202,30
202,35
202,35
202,28
202,30
202,34
202,38
202,31
202,46
202,31
202,32
202,34
202,30
202,36
202,23
202,24
202,36
202,33
202,26
202,30
202,31
202,29
202,25
202,22
202,24
202,29
202,25
202,20
202,22
202,28
202,29
202,21
202,30
202,22
202,26
202,26
202,28
202,23
202,28
202,30
202,20
202,21
202,28
202,36
202,32
202,24
202,23
202,26
202,28
202,31
202,34
202,25
202,27
202,28
202,31
202,39
202,46
202,24
202,18
202,24
202,3110
202,3129
202,3122
202,3135
202,3142
202,3143
202,3191
202,3219
202,3231
202,96
202,3253
202,3286
202,3266
202,3288
202,3295
202,3278
202,3372
202,3285
202,3382
202,3404
202,3360
202,3410
202,3442
202,3428
202,3479
202,3452
202,3491
202,3352
202,3224
202,3556
202,3520
202,3610
202,3564
202,3498
202,3599
202,3590
202,3560
202,3531
202,3579
202,3575
202,3573
202,3629
202,3624
202,3645
202,3609
202,3599
202,3641
202,3616
202,3543
202,3636
202,3662
202,3619
202,3588
202,3679
202,3672
202,3698
202,3690
202,3720
202,3638
202,3623
202,3632
202,3691
202,3706
202,3704
202,3730
202,3732
202,3707
202,3751
202,3791
202,3923
202,3935
202,3953
202,3906
202,3952
202,4001
202,3903
202,3894
202,4003
202,3907
202,3927
202,3950
202,3977
202,3952
202,4001
202,3914
202,3918
202,3988
202,3949
202,3902
202,3977
202,3913
202,3914
202,3920
202,4032
202,3899
202,3981
202,3965
202,3945
202,3960
202,3998
202,3918
202,3904
202,3929
202,3969
202,3958
202,3959
202,4034
202,3923
202,3997
202,3920
202,3938
202,35
202,3156
202,3174
202,3196
202,6200
202,3315
202,6281
202,6285
202,3234
202,3161
202,3177
202,6329
202,6258
202,3250
202,3148
202,6342
202,3142
202,6338
202,6267
202,6340
202,3423
202,6404
202,6431
202,6413
202,6389
202,6386
202,3146
202,6440
202,6441
202,6400
202,3198
202,3244
202,6472
202,6511
202,3493
202,3272
202,6554
202,6495
202,6494
202,3454
202,6630
202,3206
202,6551
202,6620
202,6570
202,6688
202,6651
202,6600
202,6607
202,6718
202,6676
202,3295
202,3228
202,6710
202,6749
202,6725
202,3281
202,3240
202,6821
202,6757
202,6713
202,6695
202,6775
202,6815
202,6801
202,6823
202,6831
202,6781
202,6854
202,6758
202,3342
202,6881
202,6867
202,6799
202,3362
202,6816
202,3356
202,3451
202,211
202,3718
202,6853
202,6872
202,6979
202,6936
202,6892
202,3534
202,94
202,6943
202,6978
202,7009
202,3500
202,7021
202,7085
202,7099
202,7062
202,7009
202,3653
202,7067
202,7118
202,3455
202,3632
202,7128
202,7165
202,7165
202,3608
202,7129
202,7150
202,7094
202,3577
202,7125
202,7080
202,3588
202,3522
202,7086
202,3905
202,7142
202,3954
202,3737
202,7163
202,3719
202,3671
202,185
202,4020
202,7154
202,3973
202,3648
202,7261
202,7254
202,7183
202,3707
202,3787
202,7328
202,3657
202,3710
202,7210
202,7280
202,3781
202,4095
202,3798
202,3773
202,7282
202,3950
202,7378
202,3884
202,7289
202,7394
202,3836
202,7314
202,3828
202,7346
202,4135
202,3733
202,16
202,3050
202,3050
202,3050
202,3049
202,3051
202,3047
202,3047
202,3054
202,3053
202,3054
202,3057
202,3064
202,3063
202,3066
202,3062
202,3064
202,3063
202,3060
202,3060
202,3062
202,3062
202,3056
202,3059
202,3064
202,3063
202,3060
202,3065
202,12
202,3064
202,3066
202,3068
202,3068
202,3061
202,3065
202,3074
202,3073
202,3087
202,3071
202,3067
202,3094
202,3096
202,3112
202,3091
202,3069
202,3070
202,3070
202,3097
202,3181
202,3093
202,3241
202,3127
202,3115
202,3112
202,3102
202,3113
202,3179
202,3249
202,3141
202,3152
202,3189
202,3102
202,3117
202,3319
202,3145
202,3148
202,3207
202,3127
202,3154
202,3153
202,3214
202,3207
202,3137
202,3190
202,6355
202,6510
202,6315
202,3245
202,3198
202,3293
202,3301
202,3355
202,3210
202,6363
202,6345
202,6363
202,3335
202,3386
202,3396
202,6930
202,3440
202,3247
202,51
202,3240
202,6428
202,6794
202,6442
202,3395
202,6487
202,6522
202,3409
202,3379
202,6819
202,3336
202,3382
202,3386
202,6611
202,3309
202,3428
202,6700
202,3349
202,3447
202,3231
202,6712
202,7339
202,3467
202,6755
202,3396
202,3397
202,6787
202,3285
202,6766
202,7105
202,3364
202,3391
202,3522
202,6829
202,7257
202,3492
202,6849
202,7108
202,6937
202,3471
202,3584
202,3491
202,6856
202,3465
202,6892
202,3699
202,3415
202,6878
202,6956
202,3513
202,3532
202,3561
202,7486
202,3611
202,3488
202,3745
202,6960
202,6908
202,7002
202,3574
202,3454
202,6962
202,6900
202,3668
202,6961
202,6935
202,3712
202,6948
202,3665
202,3463
202,3475
202,6947
202,3600
202,7231
202,3711
202,264
202,3781
202,3755
202,3753
202,7155
202,3897
202,3798
202,7189
202,7181
202,3810
202,3804
202,3894
202,7200
202,7207
202,7177
202,3708
202,3699
202,3811
202,3829
202,3701
202,3956
202,217
202,7179
202,3874
202,3703
202,7292
202,7774
202,7231
202,7230
202,3823
202,3044
202,3044
202,3045
202,3044
202,3046
202,3044
202,3044
202,3047
202,3047
202,3049
202,3057
202,3052
202,3054
202,3058
202,3057
202,3058
202,3061
202,3058
202,3059
202,3061
202,3057
202,3053
202,3056
202,3052
202,3052
202,3052
202,3054
202,3055
202,3053
202,3052
202,3054
202,3052
202,3054
202,3054
202,3055
202,3056
202,3055
202,3052
202,3046
202,3047
202,3045
202,3044
202,3042
202,3045
202,3046
202,3042
202,3044
202,3048
202,3048
202,3055
202,3054
202,3058
202,3056
202,3055
202,3056
202,3056
202,3060
202,3047
202,3045
202,3046
202,3047
202,3046
202,3054
202,3058
202,3056
202,3055
202,3053
202,3062
202,3056
202,3060
202,3060
202,3062
202,3070
202,3064
202,3068
202,3063
202,3072
202,3066
202,3069
202,3093
202,3094
202,3086
202,3114
202,3116
202,3112
202,3113
202,3128
202,3110
202,3083
202,3115
202,3179
202,3153
202,3180
202,3233
202,3085
202,3304
202,6219
202,3145
202,3113
202,3225
202,3136
202,3127
202,3132
202,3198
202,3152
202,3326
202,3322
202,3114
202,3140
202,3080
202,6380
202,6391
202,6380
202,6420
202,3133
202,3182
202,3185
202,3221
202,3236
202,3117
202,3232
202,3202
202,3188
202,6494
202,3128
202,3233
202,3243
202,3108
202,3114
202,3144
202,3308
202,3247
202,3141
202,6542
202,3346
202,3273
202,3333
202,3394
202,3365
202,3303
202,3270
202,3321
202,3487
202,3328
202,3367
202,3360
202,3358
202,3350
202,3201
202,3391
202,3400
202,3375
202,3369
202,3178
202,3191
202,3190
202,3179
202,3391
202,3370
202,3450
202,3239
202,3441
202,3382
202,3443
202,3211
202,3172
202,3410
202,54
202,3450
202,3462
202,3197
202,3241
202,3197
202,3229
202,3455
202,3451
202,3471
202,3453
202,3220
202,3464
202,3539
202,3234
202,3261
202,3269
202,3302
202,3262
202,3268
202,3572
202,3286
202,3321
202,3350
202,3334
202,3332
202,3317
202,3353
202,3334
202,3355
202,3361
202,3358
202,3351
202,3372
202,22
202,3050
202,3050
202,11
202,3053
202,3052
202,3052
202,3048
202,3048
202,3052
202,3050
202,3052
202,3052
202,3049
202,3050
202,3049
202,3049
202,3058
202,3055
202,3058
202,3055
202,3059
202,3057
202,3054
202,3049
202,3056
202,3053
202,3054
202,3057
202,3058
202,3056
202,3059
202,3059
202,3059
202,3060
202,3060
202,3058
202,3058
202,3060
202,3054
202,3050
202,3050
202,3048
202,3044
202,3045
202,3044
202,3046
202,3048
202,3045
202,3047
202,3047
202,3054
202,3057
202,3055
202,3056
202,3056
202,3056
202,3056
202,3060
202,3051
202,3047
202,3046
202,3045
202,3049
202,3051
202,3045
202,3048
202,3046
202,3049
202,3050
202,3048
202,3049
202,3049
202,3049
202,3052
202,3050
202,3049
202,3049
202,3048
202,3049
202,3050
202,3051
202,3047
202,3047
202,3052
202,3052
202,3051
202,3052
202,3054
202,3054
202,3057
202,3046
202,3044
202,3047
202,3046
202,3045
202,3045
202,3047
202,3048
202,3058
202,3058
202,3058
202,3063
202,3069
202,3069
202,3071
202,3067
202,3072
202,3070
202,3081
202,3075
202,3075
202,3079
202,3087
202,3079
202,3084
202,3082
202,3086
202,22
202,3113
202,3108
202,3101
202,3112
202,3113
202,3125
202,3111
202,3117
202,3136
202,3138
202,3120
202,3106
202,3115
202,3116
202,3127
202,3128
202,3114
202,3141
202,3081
202,3078
202,3066
202,3084
202,3173
202,3080
202,3199
202,3093
202,3100
202,3249
202,3139
202,3166
202,3155
202,3261
202,3160
202,3121
202,3148
202,3132
202,3225
202,3293
202,3321
202,3184
202,3225
202,3230
202,3210
202,3205
202,3225
202,3172
202,3229
202,3253
202,3234
202,3194
202,3211
202,3243
202,3216
202,3245
202,3241
202,3158
202,47
202,3212
202,3232
202,3243
202,3196
202,3267
202,3186
202,3213
202,3274
202,3241
202,3275
202,3178
202,3266
202,3209
202,46
202,3242
202,3276
202,3181
202,3217
202,37
202,3179
202,3298
202,3298
202,3207
202,3273
202,3209
202,3278
202,3328
202,3186
202,3228
202,3201
202,3046
202,3046
202,3044
202,3047
202,3043
202,3046
202,3043
202,3049
202,3047
202,3048
202,3045
202,3048
202,3048
202,3058
202,3058
202,3061
202,3061
202,3061
202,3061
202,3071
202,3072
202,3076
202,3088
202,3081
202,3083
202,3078
202,3074
202,3075
202,3085
202,3073
202,3074
202,3075
202,3072
202,3077
202,3070
202,3070
202,3063
202,3059
202,3057
202,3057
202,3054
202,3051
202,3043
202,3043
202,3045
202,3046
202,3046
202,3044
202,3045
202,3050
202,3057
202,3061
202,3058
202,3058
202,3058
202,3058
202,3057
202,3055
202,3048
202,3050
202,3052
202,3052
202,3056
202,3054
202,3056
202,3060
202,3058
202,3063
202,3060
202,3059
202,3065
202,3061
202,3055
202,3050
202,3056
202,3051
202,3052
202,3050
202,3051
202,3052
202,3049
202,3047
202,3053
202,3053
202,3053
202,3052
202,3056
202,3056
202,3053
202,3045
202,3046
202,3046
202,3045
202,3049
202,3049
202,3047
202,3049
202,3048
202,3049
202,3049
202,3055
202,3054
202,3056
202,3055
202,3054
202,3057
202,3059
202,3059
202,3053
202,3052
202,3058
202,3052
202,3052
202,3058
202,3061
202,3082
202,3085
202,3081
202,3075
202,3107
202,3106
202,3121
202,3103
202,3110
202,3101
202,3107
202,3093
202,3104
202,3122
202,23
202,3110
202,3096
202,3101
202,3105
202,3100
202,3048
202,3047
202,3047
202,3050
202,3058
202,3059
202,3060
202,3057
202,3063
202,3060
202,3072
202,3092
202,3088
202,3089
202,3101
202,3085
202,3085
202,3088
202,3113
202,3109
202,3112
202,3119
202,3091
202,3103
202,3102
202,3126
202,3121
202,3130
202,3096
202,3128
202,3114
202,3129
202,3147
202,3150
202,3132
202,50
202,3162
202,3176
202,3156
202,3167
202,3165
202,3173
202,3187
202,3152
202,3171
202,3198
202,3200
202,3174
202,3177
202,3253
202,3184
202,3180
202,3176
202,36
202,3174
202,3155
202,3164
202,3177
202,3185
202,3212
202,3162
202,3185
202,3232
202,3186
202,3215
202,3228
202,3234
202,3196
202,3043
202,3043
202,3045
202,3044
202,3045
202,3045
202,3045
202,3045
202,3042
202,3048
202,3045
202,3045
202,3050
202,3043
202,3044
202,3056
202,3056
202,3057
202,3057
202,3063
202,3061
202,3057
202,3060
202,3057
202,3052
202,3057
202,3054
202,3070
202,3065
202,3060
202,3063
202,3061
202,3074
202,3072
202,3075
202,3073
202,3075
202,3076
202,3072
202,3074
202,14
202,3074
202,3065
202,3057
202,3057
202,3079
202,3081
202,3084
202,3070
202,3071
202,3069
202,3071
202,3067
202,3063
202,3064
202,3071
202,3072
202,3073
202,3062
202,3061
202,3059
202,3051
202,3051
202,3053
202,3050
202,3055
202,3055
202,3055
202,3059
202,3055
202,3056
202,3058
202,3051
202,3053
202,3053
202,3053
202,3052
202,3050
202,3052
202,3051
202,3053
202,3049
202,3048
202,3054
202,3051
202,3051
202,3052
202,3051
202,3052
202,3053
202,3047
202,3044
202,3047
202,3050
202,3051
202,3052
202,3054
202,3057
202,3062
202,3057
202,3058
202,3058
202,3062
202,3061
202,3059
202,3059
202,3063
202,3061
202,3050
202,3050
202,3050
202,3050
202,3050
202,3050
202,3050
202,3045
202,3048
202,3059
202,3061
202,3069
202,3067
